Area,Year,Month,Time,Crime Type,Latitude,Longitude
Kitaganuru,2022,4,,THEFT,13.0328,77.7213
Kitaganuru,2022,5,,MISSING PERSON,13.0378,77.7132
Kitaganuru,2024,1,,CASES OF HURT,13.0348,77.7039
Kodichikkanahalli,2024,1,,CRIMINAL BREACH OF TRUST,12.8966,77.6133
Kodigehalli Village,2023,12,,THEFT,13.0586,77.583
Kodihalli,2018,4,,THEFT,12.9607,77.6491
Kodihalli,2018,5,,CHEATING,12.9607,77.6483
Kodihalli,2023,11,,CYBER CRIME,12.959,77.644
Konanakunte,2017,,,Ordinary Theft,12.89835882,77.5613959
Konanakunte,2016,,,Ordinary Theft,12.86717163,77.58310043
Konanakunte,2017,,,Ordinary Theft,12.9094052,77.5852783
Konanakunte,2017,,,Ordinary Theft,12.87743,77.500191
Konanakunte,2017,,,Ordinary Theft,12.9086808,77.5943062
Konanakunte,2018,,,Ordinary Theft,12.90089276,77.56988137
Konanakunte,2015,,,Ordinary Theft,12.898497,77.531456
Konanakunte,2018,,,Ordinary Theft,12.866,77.580872
Konappana agrahara,2019,11,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.855,77.6653
Konappana agrahara,2020,8,,NEGLIGENT ACT,12.8582,77.6582
Konappana agrahara,2017,12,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.8561,77.6645
Koppa gate.,2021,3,,NEGLIGENT ACT,12.7713,77.5945
Koppa gate.,2022,4,,KIDNAPPING AND ABDUCTION,12.8237,77.605
Koppa gate.,2020,4,,CASES OF HURT,12.8102,77.5914
Koppa gate.,2021,7,,CASES OF HURT,12.7998,77.5895
Koppa gate.,2020,6,,POCSO,12.8409,77.6156
Koppa gate.,2022,1,,MURDER,12.8117,77.5802
Koppa gate.,2022,5,,CHEATING,12.8138,77.5892
Koppa gate.,2021,1,,MOTOR VEHICLE ACCIDENTS FATAL,12.8264,77.6324
Kumaraswamy Layout First stage,2022,4,,MISSING PERSON,12.9061,77.5734
L R BANDE,2017,8,,CrPC,13.0238,77.6119
L R BANDE,2021,10,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,13.0289,77.6107
L R BANDE,2020,12,,MISSING PERSON,13.0289,77.6107
L R BANDE,2019,10,,ROBBERY,13.0289,77.6107
L R BANDE,2016,9,,CHEATING,13.0289,77.6107
L.I.C Layout,2022,9,,CHEATING,12.9719,77.5374
L.N. COLONY,2023,10,,CHEATING,13.0222,77.5578
L.N. COLONY,2022,7,,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",13.0203,77.5583
LAGGERE BRIDGE,2022,9,,MOTOR VEHICLE ACCIDENTS FATAL,13.0103,77.5254
LAKKASANDRA EXTENSION,2016,4,,CASES OF HURT,12.9472,77.6007
LAKKASANDRA EXTENSION,2023,9,,ATTEMPT TO MURDER,12.9482,77.6017
LAKKASANDRA EXTENSION,2022,8,,THEFT,12.9429,77.5997
LAKKASANDRA EXTENSION,2017,1,,CrPC,12.9477,77.6009
LAKKENAHALLI,2019,2,,MISSING PERSON,13.0536,77.4785
LAKSHMIDEVINAGARA,2016,1,,KIDNAPPING AND ABDUCTION,13.0172,77.5243
LALBHAG FOURTH CROSS,2022,3,,PUBLIC SAFETY,12.9562,77.592
LEFT SIDE FROM KARNATAKA BANK TO BHAIRAVA BAR,2016,9,,THEFT,12.9047,77.4706
LEFT SIDE FROM KARNATAKA BANK TO BHAIRAVA BAR,2022,3,,THEFT,12.9013,77.5062
LEFT SIDE FROM KARNATAKA BANK TO BHAIRAVA BAR,2016,6,,CrPC,12.9159,77.4795
LIC COLONY,2023,9,,CHEATING,12.9915,77.5591
LIC COLONY,2017,9,,ATTEMPT TO MURDER,12.9874,77.5495
LIC COLONY,2017,7,,MISSING PERSON,12.9954,77.5262
LIC COLONY,2019,6,,CRIMES RELATED TO WOMEN,12.9967,77.5453
LOWRY SCHOOL,2020,3,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9727,77.7008
LOWRY SCHOOL,2020,9,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9929,77.6862
Lakshmipura,2023,10,,THEFT,12.9485,77.5585
Lakshmipura,2022,7,,MOLESTATION,12.9486,77.5557
Lakshmipura,2017,9,,THEFT,12.953,77.5564
Lingarajpura,2023,11,,CYBER CRIME,13.0146,77.6332
Lingarajpura,2024,1,,MISSING PERSON,13.0094,77.6316
Lowry Down Signal,2024,1,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.992,77.7152
M G ROAD,2019,4,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9713,77.6197
M G ROAD,2020,8,,NEGLIGENT ACT,12.9738,77.6139
M.C Layout First Main Road To Sixth Main Road,2023,6,,THEFT,12.9717,77.5375
M.C Layout First Main Road To Sixth Main Road,2023,2,,THEFT,12.9772,77.5428
M.C Layout Seventh Main Road To Ninteenth Main Road,2023,12,,THEFT,12.9733,77.539
M.C Layout Seventh Main Road To Ninteenth Main Road,2023,2,,THEFT,12.974,77.542
M.C.E.C.H.S.LAYOUT RIGHT SIDE,2021,2,,THEFT,13.0627,77.6223
M.C.E.C.H.S.LAYOUT RIGHT SIDE,2024,2,,CYBER CRIME,13.0573,77.6298
M.C.E.C.H.S.LAYOUT RIGHT SIDE,2023,8,,MISSING PERSON,13.0755,77.6334
M.C.E.C.H.S.LAYOUT RIGHT SIDE,2021,3,,BURGLARY - NIGHT,13.0566,77.6292
M.C.E.C.H.S.LAYOUT RIGHT SIDE,2023,7,,CRIMINAL TRESPASS,13.0724,77.6324
M.C.LAYOUT,2019,8,,Karnataka State Local Act,12.974,77.5427
M.C.LAYOUT,2017,1,,CYBER CRIME,12.978,77.5416
M.C.LAYOUT,2016,4,,MISSING PERSON,12.9772,77.5359
M.G Road,2023,9,,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",12.9748,77.6058
M.G Road,2022,10,,MOLESTATION,12.9763,77.6019
M.G Road,2020,11,,MISSING PERSON,12.978,77.6023
M.G.ROAD,2023,12,,PUBLIC SAFETY,12.9744,77.6075
M.N.K ROAD,2017,7,,THEFT,12.9226,77.5213
M.N.K ROAD,2018,9,,THEFT,12.8956,77.6599
M.N.K ROAD,2019,4,,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),12.9455,77.5702
M.N.K ROAD,2020,2,,THEFT,12.9438,77.5679
M.S.Palya,2017,11,,MISSING PERSON,13.0833,77.5461
M.S.Palya,2018,2,,MISSING PERSON,13.0911,77.5413
M.S.Palya,2022,3,,MOLESTATION,13.0901,77.5402
M.S.Palya,2018,3,,CrPC,13.0803,77.5535
M.S.Palya,2016,8,,MISSING PERSON,13.0791,77.5345
M.S.Palya,2018,3,,CrPC,13.0788,77.5357
M.S.Palya,2016,7,,CHEATING,13.094,77.5546
M.S.Palya,2018,3,,CrPC,13.0827,77.5491
M.S.Palya,2017,6,,CrPC,13.0827,77.5592
MADANAYAKANAHALLI,2021,12,,MISSING PERSON,13.0558,77.4598
MADANAYAKANAHALLI,2021,1,,MISSING PERSON,13.0592,77.4799
MADANAYAKANAHALLI,2022,5,,WRONGFUL RESTRAINT/CONFINEMENT,13.0623,77.4623
MADANAYAKANAHALLI,2019,5,,KIDNAPPING AND ABDUCTION,13.0642,77.4653
MADANAYAKANAHALLI,2022,8,,THEFT,13.061,77.4608
MADANAYAKANAHALLI,2021,7,,THEFT,13.0464,77.4574
MADANAYAKANAHALLI,2021,2,,MISSING PERSON,13.0699,77.438
MADANAYAKANAHALLI,2023,10,,CHEATING,13.0168,77.4184
MADANAYAKANAHALLI,2024,3,,KIDNAPPING AND ABDUCTION,13.0467,77.4577
MADAPATNA,2021,2,,CHEATING,12.7828,77.6355
MADAPATNA,2023,10,,THEFT,12.77,77.6509
MADHUPETROLBUNK TO BGS,2023,1,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9058,77.5017
MADHURANAGARA,2022,4,,THEFT,12.9687,77.7552
MADHURANAGARA,2023,10,,MISSING PERSON,12.9399,77.7597
MADHURANAGARA,2023,2,,KIDNAPPING AND ABDUCTION,12.9566,77.7232
MADHURANAGARA,2022,7,,CHEATING,12.9577,77.7441
MADHURANAGARA,2024,1,,CYBER CRIME,12.9683,77.7561
MADIVALA,2017,5,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9135,77.625
MADIVALA,2017,6,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.913,77.6253
MADIVALA,2023,12,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9179,77.6224
MAGADI MAIN ROAD,2022,9,,THEFT,12.9868,77.5333
MAGADI MAIN ROAD,2022,7,,THEFT,12.9895,77.5323
MAGADI MAIN ROAD,2023,8,,CYBER CRIME,12.9851,77.5349
MAHADEVAKODIGEHALLI,2019,6,,MISSING PERSON,13.1444,77.7031
MAHADEVAPURA,2024,1,,THEFT,12.9968,77.693
MAHADEVAPURA,2023,11,,CASES OF HURT,12.9915,77.674
MAHALAXMI LAYOUT,2023,3,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9886,77.5561
MAIN ROAD,2023,3,,MOTOR VEHICLE ACCIDENTS FATAL,12.8639,77.5841
MALAGALA MAIN ROAD,2018,7,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9781,77.5147
MALAGALA VILLAGE,2023,4,,KARNATAKA POLICE ACT 1963,12.9534,77.5004
MALAGALA VILLAGE,2023,11,,THEFT,12.9519,77.4978
MALAGALA VILLAGE,2022,7,,MISSING PERSON,12.9518,77.4976
MALLESHWARA,2016,8,,PUBLIC SAFETY,13.0,77.5694
MALLESHWARA,2023,6,,THEFT,12.9997,77.5268
MALLESHWARA,2018,4,,THEFT,12.9958,77.5683
MALLESHWARA,2023,10,,PUBLIC SAFETY,13.0008,77.5722
MALLESHWARAM,2017,10,,MOTOR VEHICLE ACCIDENTS FATAL,13.0083,77.5718
MALLESHWARAM,2024,2,,PUBLIC SAFETY,12.9991,77.5714
MALLESHWARAM EIGHT MAIN,2023,12,,POCSO,13.0272,77.5558
MALLESHWARAM EIGHT MAIN,2023,12,,KIDNAPPING AND ABDUCTION,13.0219,77.5533
MALLESHWARAM EIGHT MAIN,2022,3,,THEFT,13.0182,77.5565
MANASALAYOUT,2017,3,,THEFT,12.9147,77.4812
MANGAMMANAPALYA,2022,11,,CHEATING,12.8986,77.6812
MANGAMMANAPALYA,2022,11,,CRUELTY BY HUSBAND,12.8868,77.6059
MANGAMMANAPALYA,2023,12,,CYBER CRIME,12.9639,77.6352
MANGAMMANAPALYA,2023,7,,THEFT,12.9066,77.6329
MANGAMMANAPALYA,2023,4,,THEFT,12.9031,77.6326
MANGAMMANAPALYA,2021,4,,THEFT,12.9086,77.6327
MANIVILAS GARDEN,2023,12,,CASES OF HURT,12.989,77.5441
MANIVILAS GARDEN,2018,10,,ROBBERY,12.9862,77.5473
MANIVILAS GARDEN,2019,11,,THEFT,12.9886,77.5377
MARAGONDANAHALLI,2023,9,,UNNATURAL SEX,12.8347,77.6559
MARAGONDANAHALLI,2019,6,,MISSING PERSON,12.8257,77.6785
MARAGONDANAHALLI,2020,8,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.8369,77.6579
MARAGONDANAHALLI,2023,3,,ATTEMPT TO MURDER,12.8303,77.6698
MARAGONDANAHALLI,2023,11,,CYBER CRIME,12.8313,77.6803
MARAGONDANAHALLI,2024,1,,CRIMINAL TRESPASS,12.8333,77.6484
MARAGONDANAHALLI,2023,1,,MISSING PERSON,12.8501,77.7038
MARAGONDANAHALLI,2021,6,,THEFT,12.824,77.6714
MARAGONDANAHALLI,2021,7,,THEFT,12.8317,77.6805
MARAGONDANAHALLI,2021,8,,THEFT,12.8325,77.6802
MARAGONDANAHALLI,2022,2,,CASES OF HURT,12.82,77.688
MARAGONDANAHALLI,2023,12,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.8379,77.6783
MARAGONDANAHALLI,2020,8,,THEFT,12.832,77.6802
MARAGONDANAHALLI,2019,11,,CHEATING,12.8258,77.6774
MARAGONDANAHALLI,2023,4,,THEFT,12.8304,77.6637
MARAGONDANAHALLI,2022,1,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.8298,77.7061
MARAGONDANAHALLI,2023,10,,CHEATING,12.8174,77.6365
MARAGONDANAHALLI,2019,3,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.8261,77.6801
MARAGONDANAHALLI,2021,7,,SCHEDULED CASTE AND THE SCHEDULED TRIBES,12.8246,77.6465
MARASURU,2019,10,,CYBER CRIME,12.7885,77.7045
MARASURU,2020,10,,MISSING PERSON,12.7689,77.6947
MARASURU,2022,8,,CRIMINAL INTIMIDATION,12.7698,77.7016
MARASURU,2023,10,,BURGLARY - NIGHT,12.8005,77.7116
MARATHALLI,2024,2,,CYBER CRIME,12.9577,77.6943
MARATHALLI,2023,8,,THEFT,12.9687,77.6953
MARATHALLI,2022,12,,THEFT,12.9588,77.7057
MARKET CIRCLE,2017,10,,MISSING PERSON,12.9662,77.5751
MARKET CIRCLE,2018,10,,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",12.9653,77.576
MARKET CIRCLE,2021,10,,THEFT,12.965,77.5756
MARKET CIRCLE,2020,10,,ROBBERY,12.9653,77.5778
MARKET CIRCLE,2020,3,,KARNATAKA POLICE ACT 1963,12.9654,77.5751
MARKET CIRCLE,2022,7,,ROBBERY,12.9659,77.5769
MARKET CIRCLE,2022,11,,COPY RIGHT ACT 1957,12.9676,77.5746
MARKET CIRCLE,2023,9,,THEFT,12.9662,77.5747
MARKET CIRCLE,2023,11,,KARNATAKA POLICE ACT 1963,12.9675,77.5745
MARUTHI EXTN,2023,6,,CASES OF HURT,13.0055,77.5736
MARUTHI LAYOUT,2019,2,,ROBBERY,12.8818,77.5757
MARUTHI NAGAR,2020,8,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9546,77.5251
MARUTHI NAGAR,2017,2,,CHEATING,12.9578,77.5216
MARUTHI NAGAR,2020,8,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9546,77.5251
MARUTHI NAGAR,2023,6,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9542,77.524
MARUTHI NAGAR,2022,3,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9572,77.5269
MASTHENAHALLI,2022,8,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.8161,77.6594
MASTHENAHALLI,2019,2,,MOTOR VEHICLE ACCIDENTS FATAL,12.8213,77.6812
MASTHENAHALLI,2021,8,,MOTOR VEHICLE ACCIDENTS FATAL,12.8079,77.6979
MASTHENAHALLI,2019,4,,CHEATING,12.8306,77.6818
MASTHENAHALLI,2022,10,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.8192,77.6889
MASTHENAHALLI,2023,8,,POCSO,12.8158,77.6793
MASTHENAHALLI,2023,5,,THEFT,12.8243,77.6865
MASTHENAHALLI,2022,9,,MOTOR VEHICLE ACCIDENTS FATAL,12.8249,77.6839
MASTHENAHALLI,2023,10,,CRUELTY BY HUSBAND,12.8249,77.6866
MASTHENAHALLI,2022,10,,CRIMINAL INTIMIDATION,12.8247,77.6813
MASTHENAHALLI,2023,9,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.8099,77.6975
MASTHENAHALLI,2020,1,,MOTOR VEHICLE ACCIDENTS FATAL,12.826,77.6728
MASTHENAHALLI,2019,11,,THEFT,12.8164,77.6898
MASTHENAHALLI,2019,4,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.8136,77.6832
MATADAHALLI,2023,10,,COMMUNAL / RELIGION,13.019,77.5942
MATADAHALLI,2022,4,,THEFT,13.0263,77.6029
MATADAHALLI,2023,8,,CYBER CRIME,13.0265,77.5984
MATADAHALLI,2022,12,,PUBLIC SAFETY,13.0145,77.5942
MATADAHALLI,2022,2,,MOLESTATION,13.0143,77.5949
MATADAHALLI,2022,11,,THEFT,13.0242,77.5991
MATADAHALLI,2023,8,,CASES OF HURT,13.0274,77.5972
MATADAHALLI,2023,7,,MOLESTATION,13.0274,77.5972
MAVALLI,2018,1,,CASES OF HURT,12.9547,77.5823
MAVALLI,2024,3,,Karnataka State Local Act,12.95,77.58
MAVALLI,2023,7,,THEFT,12.9712,77.5997
MAVALLI,2019,4,,MISSING PERSON,12.9525,77.5809
MAVALLI,2018,5,,THEFT,12.9564,77.5895
MEENAKSHINAGAR SHARADA COLONY,2023,8,,MISSING PERSON,12.9938,77.5008
MEKHRI CIRCLE,2019,1,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0142,77.5837
MESTRI PALYA,2023,11,,THEFT,12.9309,77.6277
METRO JUCTION,2023,3,,MOTOR VEHICLE ACCIDENTS FATAL,12.8817,77.5588
MIDDLE SCHOOL ROAD,2022,8,,RIOTS,12.9493,77.5746
MM TEMPAL,2019,3,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0194,77.7086
MM TEMPAL,2023,10,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0214,77.7111
MM TEMPAL,2020,6,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0105,77.6971
MM TEMPAL,2023,12,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9932,77.7064
MODI ROAD,2017,8,,CrPC,13.0114,77.607
MODI ROAD,2022,5,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,13.0171,77.6033
MODI ROAD,2018,11,,PUBLIC SAFETY,13.0124,77.6121
MODI ROAD,2021,10,,THEFT,13.0143,77.6134
MODI ROAD,2020,2,,KIDNAPPING AND ABDUCTION,13.0097,77.6083
MODI ROAD,2018,1,,THEFT,13.0156,77.6097
MODI ROAD,2023,10,,MISSING PERSON,13.0136,77.6077
MODI ROAD,2022,2,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,13.0106,77.6053
MODI ROAD,2016,8,,CrPC,13.0114,77.607
MODI ROAD,2016,10,,CONSUMER,13.0154,77.6111
MODI ROAD,2020,11,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,13.0112,77.6078
MODI ROAD,2018,5,,THEFT,13.0124,77.6101
MODI ROAD,2017,4,,CYBER CRIME,13.0124,77.6101
MODI ROAD,2016,11,,THEFT,13.0157,77.6097
MODI ROAD,2021,9,,THEFT,13.0144,77.6054
MODI ROAD,2021,8,,THEFT,13.012,77.61
MODI ROAD,2016,11,,THEFT,13.0157,77.6097
MODI ROAD,2022,1,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,13.0117,77.6066
MODI ROAD,2022,4,,MISSING PERSON,13.0181,77.6104
MOUNT JOY EXTN,2022,8,,Failure to appear to Court,12.9437,77.5595
MUKTHI NAGAR,2024,1,,THEFT,13.0214,77.6192
MUKTHI NAGAR,2024,1,,CASES OF HURT,13.0014,77.6182
MUNESHWAR BLOCK SEVENTEEN MAIN TO MOHAN BAR ROAD,2023,9,,CRIMES RELATED TO WOMEN,12.9207,77.5364
MUNESHWARA BLOCK THIRTEEN MAIN TO SEVENTEEN MAIN,2023,7,,THEFT,12.9437,77.5501
MUTHANALLURU,2020,7,,MOTOR VEHICLE ACCIDENTS FATAL,12.8008,77.7131
MUTHANALLURU,2019,3,,KIDNAPPING AND ABDUCTION,12.8052,77.7136
MUTHANALLURU,2021,12,,MISSING PERSON,12.8025,77.7075
MUTHANALLURU,2022,2,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.7962,77.6831
MUTHANALLURU,2019,8,,NEGLIGENT ACT,12.7954,77.719
MVIT JUNCTION,2024,2,,MOTOR VEHICLE ACCIDENTS FATAL,13.154,77.6212
MYLASANDRA VILLAGE,2021,3,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.8534,77.619
MYSORE BANK COLONY,2022,6,,MOLESTATION,12.8851,77.5676
MYSORE BANK COLONY,2018,12,,THEFT,12.8923,77.565
MYSROE ROAD,2022,3,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.8957,77.4693
MYSROE ROAD,2022,3,,MOTOR VEHICLE ACCIDENTS FATAL,12.8954,77.4767
MYSROE ROAD,2022,2,,NEGLIGENT ACT,12.8808,77.4696
Madhavan park,2024,1,,MISSING PERSON,12.939,77.5943
Magadi Road,2018,5,,MISSING PERSON,12.9688,77.5883
Magadi Road,2016,3,,MISSING PERSON,12.9711,77.5584
Magadi Road,2019,8,,THEFT,12.9699,77.5583
Magadi Road,2016,6,,THEFT,12.9711,77.5584
Magadi Road,2021,12,,THEFT,12.9758,77.5644
Magadi Road,2022,10,,MISSING PERSON,12.9721,77.5608
Magadi Road,2023,7,,MISSING PERSON,12.9696,77.5601
Magadi Road,2018,1,,Karnataka State Local Act,12.9741,77.5567
Magadi Road,2022,12,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9111,77.5408
Magadi Road,2021,4,,MISSING PERSON,12.9716,77.5626
Magadi Road,2020,7,,MISSING PERSON,12.9699,77.5583
Magadi Road,2022,2,,CASES OF HURT,12.9688,77.5883
Magadi Road,2017,3,,MISSING PERSON,12.9691,77.5592
Magadi Road,2016,5,,KIDNAPPING AND ABDUCTION,12.9755,77.5581
Mahadevapura,2017,9,,CASES OF HURT,12.9943,77.7218
Mahadevapura,2024,2,,THEFT,12.9968,77.693
Mahadevapura,2023,10,,CRUELTY BY HUSBAND,12.9967,77.6928
Mahadevapura,2022,3,,CONSUMER,12.9962,77.6769
Mahalakshmi Layout,2022,12,,PUBLIC SAFETY,13.0039,77.5434
Mahalakshmi Puram,2021,9,,THEFT,13.0014,77.5425
Mahalakshmi layout,2023,2,,Karnataka State Local Act,13.0036,77.5437
Malleshwara,2018,2,,CHEATING,13.0103,77.5623
Malleshwara,2018,2,,CRIMINAL INTIMIDATION,13.0088,77.5658
Malleshwara,2022,6,,BURGLARY - NIGHT,13.0079,77.5691
Malleswaram,2023,9,,CASES OF HURT,12.9955,77.5689
Malleswaram,2018,6,,POCSO,12.996,77.5693
Manorayanapalya,2021,3,,KIDNAPPING AND ABDUCTION,13.0362,77.604
Manorayanapalya,2022,6,,MISSING PERSON,13.0304,77.6037
Manorayanapalya,2022,12,,THEFT,13.0305,77.6041
Manorayanapalya,2024,2,,FORGERY,13.0313,77.6075
Manorayanapalya,2023,7,,MOLESTATION,13.0344,77.6018
Maramma Circle,2017,2,,PUBLIC SAFETY,13.0119,77.5692
Marappanapalya,2023,11,,CASES OF HURT,13.0178,77.5182
Mariappanapalya,2018,6,,MISSING PERSON,12.985,77.5578
Mariappanapalya,2024,3,,THEFT,12.9982,77.5552
Mariappanapalya,2023,10,,POCSO,12.985,77.5578
Mariappanapalya,2022,2,,CASES OF HURT,12.985,77.5578
Mariappanapalya,2019,6,,CASES OF HURT,12.9901,77.554
Maruthi Layout,2023,12,,THEFT,13.024,77.6458
Maruthi Layout,2019,8,,MISSING PERSON,13.0269,77.6397
Maruthi Nagar,2023,12,,Karnataka State Local Act,13.0575,77.5932
Maruthi layout,2021,8,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9179,77.6102
Maruthi layout,2020,11,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9219,77.6107
Maruthi layout,2020,12,,THEFT,12.918,77.6012
Maruthi layout,2021,7,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9173,77.61
Medahalli,2022,3,,CRUELTY BY HUSBAND,13.0295,77.7192
Medahalli,2023,9,,CRUELTY BY HUSBAND,13.0147,77.4319
Medahalli,2020,6,,MOLESTATION,13.0702,77.6815
Military Area,2023,8,,IMMORAL TRAFFIC,12.9733,77.609
Military Area,2022,3,,CYBER CRIME,12.9666,77.599
Muneshwa Block,2017,10,,THEFT,12.9522,77.5514
Muneshwa Block,2018,2,,MISSING PERSON,12.9549,77.5508
Muneshwa Block,2018,10,,MISCHIEF,12.9549,77.5508
Muneshwa Block,2017,4,,CASES OF HURT,12.9484,77.5512
Muneshwara Layout,2020,2,,RAPE,13.0069,77.5236
Muneshwara Layout,2018,9,,CRIMES RELATED TO WOMEN,12.9991,77.5225
Muneshwara Layout,2020,2,,CASES OF HURT,13.0025,77.5206
Muneshwara Layout,2023,7,,MISSING PERSON,12.9991,77.5225
Muneshwara Layout,2017,11,,BURGLARY - NIGHT,13.0103,77.5224
Muneshwara Layout,2019,4,,DACOITY,12.9991,77.5225
Muneshwara Layout,2020,6,,MISSING PERSON,13.0205,77.53
Muneshwara Layout,2024,2,,MISSING PERSON,13.0026,77.5228
Murphy Road,2017,12,,NEGLIGENT ACT,12.9799,77.6386
Muttachari Layout,2023,12,,BURGLARY - DAY,12.936,77.5163
Muttachari Layout,2020,11,,RIOTS,12.9408,77.5239
Muttachari Layout,2021,9,,THEFT,12.9367,77.5197
N M Lane,2024,1,,THEFT,12.9742,77.5714
N M Lane,2022,12,,THEFT,12.9675,77.5723
N.R COLONY,2018,11,,MISSING PERSON,12.9434,77.571
N.R COLONY,2017,12,,EXPOSURE AND ABANDONMENT OF CHILD,12.9417,77.5671
N.R COLONY,2017,6,,THEFT,12.9421,77.5778
NAGADEVANA HALLI,2017,9,,MISSING PERSON,12.9317,77.4877
NAGANATHAPURA,2023,3,,Karnataka State Local Act,12.8745,77.6685
NAGANATHAPURA,2022,4,,BURGLARY - NIGHT,12.8671,77.6862
NAGANATHAPURA,2022,1,,KIDNAPPING AND ABDUCTION,12.885,77.6554
NAGAPPA BLCOK,2023,12,,CRIMES RELATED TO WOMEN,12.9951,77.563
NAGARABAVI VILLAGE,2022,3,,ATTEMPT TO MURDER,12.9607,77.5125
NAGARABHAVI SECOND STAGE,2017,9,,THEFT,12.9642,77.5018
NAGARABHAVI SECOND STAGE,2019,9,,RAPE,12.9673,77.509
NAGARABHAVI SECOND STAGE,2017,5,,Karnataka State Local Act,12.9636,77.5059
NAGARABHAVI VILLAGE,2017,8,,THEFT,12.961,77.4929
NAGARABHAVI VILLAGE,2023,7,,CASES OF HURT,12.9621,77.5229
NAGARABHVI,2016,11,,THEFT,12.942,77.5205
NAGARABHVI,2017,5,,BURGLARY - NIGHT,12.9548,77.5234
NAGARABHVI,2017,12,,THEFT,12.9445,77.5187
NAGARABHVI,2018,5,,CASES OF HURT,12.9444,77.5263
NAGARESHWARA NAGENAHALLI,2023,12,,THEFT,13.0735,77.643
NAGARORU,2020,8,,CHEATING,13.0892,77.4394
NAGARORU,2021,7,,RIOTS,13.1037,77.4426
NAGARORU,2019,6,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.1475,77.4424
NAGASHETTYHALLI,2017,10,,MISSING PERSON,13.046,77.5734
NAGASHETTYHALLI,2022,5,,THEFT,13.048,77.5761
NAGASHETTYHALLI,2020,7,,CHEATING,13.0446,77.5755
NAGASHETTYHALLI,2020,10,,MISSING PERSON,13.0398,77.5733
NAGASHETTYHALLI,2022,7,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,13.0371,77.5772
NAGASHETTYHALLI,2020,6,,MISSING PERSON,13.0438,77.575
NAGASHETTYHALLI,2018,4,,THEFT,13.0432,77.5714
NAGAVARA MAIN ROAD,2023,12,,PUBLIC SAFETY,12.9921,77.6104
NAGENDRA BLOCK SIXTH MAIN TO THIRTEEN MAIN,2022,7,,MISSING PERSON,12.9419,77.5516
NAGENDRA BLOCK THIRTEEN MAIN TO TEMPLE STREET,2023,11,,BURGLARY - NIGHT,12.9441,77.5495
NANDINI LAYOUT,2016,7,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.016,77.5338
NANDINI LAYOUT,2023,5,,PUBLIC SAFETY,13.0219,77.5341
NANDINI LAYOUT,2022,12,,PUBLIC SAFETY,13.0116,77.5356
